word,tag,wn_label,mw_label,comb_label
roads,NNS,neutral,neutral,neutral
motorways,NNS,neutral,neutral,neutral
ii,NN,neutral,neutral,neutral
standards,NNS,neutral,neutral,neutral
maintenance,NN,neutral,neutral,neutral
motorway,NN,neutral,neutral,neutral
segment,NN,neutral,neutral,neutral
bus,NN,neutral,neutral,neutral
routes,NNS,neutral,neutral,neutral
diaspora,NN,neutral,neutral,neutral
passenger,NN,neutral,neutral,neutral
cars,NNS,neutral,neutral,neutral
car,NN,neutral,neutral,neutral
rail,NN,neutral,neutral,neutral
tracks,NNS,neutral,neutral,neutral
track,NN,neutral,neutral,neutral
railroad,NN,neutral,neutral,neutral
railroads,NNS,neutral,neutral,neutral
mode,NN,neutral,neutral,neutral
freight,NN,neutral,neutral,neutral
problems,NNS,neutral,neutral,neutral
lowering,NN,neutral,neutral,neutral
speeds,NNS,neutral,neutral,neutral
airports,NNS,neutral,neutral,neutral
passengers,NNS,neutral,neutral,neutral
flagship,NN,neutral,neutral,neutral
carrier,NN,neutral,neutral,neutral
cost,NN,neutral,neutral,neutral
airlines,NNS,neutral,neutral,neutral
water,NN,neutral,neutral,neutral
waterways,NNS,neutral,neutral,neutral
rivers,NNS,neutral,neutral,neutral
canals,NNS,neutral,neutral,neutral
waterway,NN,neutral,neutral,neutral
cargo,NN,neutral,neutral,neutral
ports,NNS,neutral,neutral,neutral
employment,NN,neutral,neutral,neutral
unemployment,NN,neutral,neutral,neutral
digits,NNS,neutral,neutral,neutral
creation,NN,neutral,neutral,neutral
jobs,NNS,neutral,neutral,neutral
note,NN,neutral,neutral,neutral
purple,NN,neutral,neutral,neutral
map,NN,neutral,neutral,neutral
orange,NN,neutral,neutral,neutral
report,NN,neutral,neutral,neutral
salary,NN,neutral,neutral,neutral
dinars,NNS,neutral,neutral,neutral
employees,NNS,neutral,neutral,neutral
salaries,NNS,neutral,neutral,neutral
amount,NN,neutral,neutral,neutral
share,NN,neutral,neutral,neutral
revenue,NN,neutral,neutral,neutral
figures,NNS,neutral,neutral,neutral
subsidiaries,NNS,neutral,neutral,neutral
shooting,NN,neutral,neutral,neutral
facilities,NNS,neutral,neutral,neutral
ranges,NNS,neutral,neutral,neutral
cafeteria,NN,neutral,neutral,neutral
museum,NN,neutral,neutral,neutral
hookups,NNS,neutral,neutral,neutral
vehicles,NNS,neutral,neutral,neutral
remainder,NN,neutral,neutral,neutral
wildlife,NN,neutral,neutral,neutral
habitat,NN,neutral,neutral,neutral
elevations,NNS,neutral,neutral,neutral
campgrounds,NNS,neutral,neutral,neutral
cabins,NNS,neutral,neutral,neutral
hunting,NN,neutral,neutral,neutral
bird,NN,fem,neutral,neutral
watching,NN,neutral,neutral,neutral
viewing,NN,neutral,neutral,neutral
hiking,NN,neutral,neutral,neutral
biking,NN,not_found,neutral,neutral
horseback,NN,neutral,neutral,neutral
riding,NN,neutral,neutral,neutral
trail,NN,neutral,neutral,neutral
landmark,NN,neutral,neutral,neutral
ghost,NN,neutral,neutral,neutral
events,NNS,neutral,neutral,neutral
firearms,NNS,neutral,neutral,neutral
recreation,NN,neutral,neutral,neutral
nonprofit,NN,neutral,neutral,neutral
dollars,NNS,neutral,neutral,neutral
powder,NN,neutral,neutral,neutral
rifle,NN,neutral,neutral,neutral
yards,NNS,neutral,neutral,neutral
sight,NN,neutral,neutral,neutral
pistol,NN,neutral,neutral,neutral
silhouette,NN,neutral,neutral,neutral
bore,NN,neutral,neutral,neutral
clays,NNS,neutral,neutral,neutral
trap,NN,neutral,neutral,neutral
research,NN,neutral,neutral,neutral
exhibit,NN,neutral,neutral,neutral
lodges,NNS,neutral,neutral,neutral
tent,NN,neutral,neutral,neutral
vehicle,NN,neutral,neutral,neutral
pads,NNS,neutral,neutral,neutral
girls,NNS,fem,fem,fem
gun,NN,neutral,neutral,neutral
safety,NN,neutral,neutral,neutral
fundamentals,NNS,neutral,neutral,neutral
marksmanship,NN,neutral,masc,neutral
air,NN,neutral,neutral,neutral
live,NN,not_found,neutral,neutral
minute,NN,neutral,neutral,neutral
imaginations,NNS,neutral,neutral,neutral
animal,NN,neutral,neutral,neutral
puppets,NNS,neutral,neutral,neutral
freckle,NN,neutral,neutral,neutral
gingham,NN,neutral,neutral,neutral
dress,NN,fem,neutral,neutral
hair,NN,neutral,neutral,neutral
pigtails,NNS,neutral,neutral,neutral
adventures,NNS,neutral,neutral,neutral
animals,NNS,neutral,neutral,neutral
neighbour,NN,neutral,neutral,neutral
garden,NN,neutral,neutral,neutral
print,NN,neutral,neutral,neutral
link,NN,neutral,neutral,neutral
house,NN,neutral,neutral,neutral
expression,NN,neutral,neutral,neutral
details,NNS,neutral,neutral,neutral
botanist,NN,neutral,neutral,neutral
downtown,NN,neutral,neutral,neutral
junction,NN,neutral,neutral,neutral
brick,NN,neutral,neutral,neutral
south,NN,neutral,neutral,neutral
roof,NN,neutral,neutral,neutral
facade,NN,neutral,neutral,neutral
temple,NN,neutral,neutral,neutral
columns,NNS,neutral,neutral,neutral
gable,NN,neutral,neutral,neutral
sash,NN,neutral,neutral,neutral
window,NN,neutral,neutral,neutral
street,NN,neutral,neutral,neutral
bays,NNS,neutral,neutral,neutral
windows,NNS,neutral,neutral,neutral
entrance,NN,neutral,neutral,neutral
bay,NN,neutral,neutral,neutral
sidelights,NNS,neutral,neutral,neutral
fan,NN,neutral,neutral,neutral
block,NN,neutral,neutral,neutral
justices,NNS,neutral,neutral,neutral
horticulturalist,NN,not_found,neutral,neutral
appointments,NNS,neutral,neutral,neutral
tenure,NN,neutral,neutral,neutral
university,NN,neutral,neutral,neutral
glass,NN,neutral,neutral,neutral
flower,NN,neutral,neutral,neutral
collection,NN,neutral,neutral,neutral
display,NN,neutral,neutral,neutral
listings,NNS,neutral,neutral,neutral
popularity,NN,neutral,neutral,neutral
housewives,NNS,neutral,fem,neutral
crocodyliform,NN,not_found,not_found,not_found
carnivore,NN,neutral,neutral,neutral
sea,NN,neutral,neutral,neutral
eggs,NNS,masc,neutral,neutral
nest,NN,neutral,neutral,neutral
reptile,NN,neutral,neutral,neutral
lifecycle,NN,not_found,neutral,neutral
reptiles,NNS,neutral,neutral,neutral
plesiosaurs,NNS,neutral,neutral,neutral
ichthyosaurs,NNS,neutral,neutral,neutral
birth,NN,neutral,neutral,neutral
lizard,NN,masc,neutral,neutral
swimming,NN,neutral,neutral,neutral
species,NN,neutral,neutral,neutral
type,NN,neutral,neutral,neutral
holotype,NN,neutral,neutral,neutral
posterior,NN,neutral,neutral,neutral
tail,NN,neutral,neutral,neutral
genera,NNS,neutral,neutral,neutral
cranials,NNS,not_found,not_found,not_found
dubium,NN,not_found,not_found,not_found
synonym,NN,neutral,neutral,neutral
description,NN,neutral,neutral,neutral
relationships,NNS,neutral,neutral,neutral
validity,NN,neutral,neutral,neutral
aircraft,NN,neutral,neutral,neutral
strut,NN,neutral,neutral,neutral
landing,NN,neutral,neutral,neutral
gear,NN,neutral,neutral,neutral
fuselage,NN,neutral,neutral,neutral
tubing,NN,neutral,neutral,neutral
wings,NNS,neutral,neutral,neutral
aluminum,NN,neutral,neutral,neutral
spars,NNS,neutral,neutral,neutral
ribs,NNS,neutral,fem,neutral
fabric,NN,neutral,neutral,neutral
covering,NN,neutral,neutral,neutral
fuel,NN,neutral,neutral,neutral
root,NN,neutral,neutral,neutral
tanks,NNS,neutral,neutral,neutral
skins,NNS,neutral,neutral,neutral
marketing,NN,neutral,neutral,neutral
model,NN,neutral,neutral,neutral
engines,NNS,neutral,neutral,neutral
hp,NN,neutral,neutral,neutral
stroke,NN,neutral,neutral,neutral
engine,NN,neutral,neutral,neutral
windshield,NN,neutral,neutral,neutral
tundra,NN,neutral,neutral,neutral
microlight,NN,not_found,not_found,not_found
kg,NNS,neutral,neutral,neutral
baggage,NN,fem,fem,fem
compartment,NN,neutral,neutral,neutral
leather,NN,neutral,neutral,neutral
bag,NN,neutral,neutral,neutral
airframe,NN,neutral,neutral,neutral
surfaces,NNS,neutral,neutral,neutral
installations,NNS,neutral,neutral,neutral
powerplant,NN,not_found,neutral,neutral
characteristics,NNS,neutral,neutral,neutral
ft,NN,neutral,neutral,neutral
gal,NN,fem,fem,fem
cylinder,NN,neutral,neutral,neutral
piston,NN,neutral,neutral,neutral
kw,NNS,neutral,neutral,neutral
mph,NN,neutral,neutral,neutral
kn,NN,not_found,neutral,neutral
mi,NN,neutral,neutral,neutral
ceiling,NN,neutral,neutral,neutral
climb,NN,neutral,neutral,neutral
min,NN,neutral,neutral,neutral
descent,NN,neutral,neutral,neutral
skeletons,NNS,neutral,neutral,neutral
burial,NN,neutral,neutral,neutral
tools,NNS,neutral,neutral,neutral
implements,NNS,neutral,neutral,neutral
fossils,NNS,neutral,neutral,neutral
mammals,NNS,neutral,neutral,neutral
materials,NNS,neutral,neutral,neutral
reconstructions,NNS,neutral,neutral,neutral
subcamp,NN,not_found,not_found,not_found
subcamps,NNS,not_found,not_found,not_found
concentration,NN,neutral,neutral,neutral
camp,NN,neutral,neutral,neutral
remains,NNS,neutral,neutral,neutral
ruins,NNS,neutral,neutral,neutral
clay,NN,neutral,neutral,neutral
tube,NN,neutral,neutral,neutral
barracks,NNS,neutral,neutral,neutral
traces,NNS,neutral,neutral,neutral
earth,NN,neutral,neutral,neutral
huts,NNS,neutral,neutral,neutral
terms,NNS,neutral,neutral,neutral
commander,NN,neutral,neutral,neutral
camps,NNS,neutral,neutral,neutral
suggestion,NN,neutral,neutral,neutral
survivor,NN,neutral,neutral,neutral
means,NNS,neutral,neutral,neutral
acquisition,NN,neutral,neutral,neutral
condition,NN,neutral,neutral,neutral
memorial,NN,neutral,neutral,neutral
conservation,NN,neutral,neutral,neutral
buildings,NNS,neutral,neutral,neutral
monuments,NNS,neutral,neutral,neutral
registration,NN,neutral,neutral,neutral
accompaniment,NN,neutral,neutral,neutral
armament,NN,neutral,neutral,neutral
bunkers,NNS,neutral,neutral,neutral
fighter,NN,neutral,neutral,neutral
jet,NN,neutral,neutral,neutral
prisoners,NNS,neutral,neutral,neutral
nationalities,NNS,neutral,neutral,neutral
women,NNS,fem,fem,fem
estimates,NNS,neutral,neutral,neutral
hunger,NN,neutral,neutral,neutral
epidemics,NNS,neutral,neutral,neutral
executions,NNS,neutral,neutral,neutral
station,NN,neutral,neutral,neutral
destruction,NN,neutral,neutral,neutral
bomber,NN,neutral,neutral,neutral
bomb,NN,neutral,neutral,neutral
solution,NN,neutral,neutral,neutral
raids,NNS,neutral,neutral,neutral
relocation,NN,neutral,neutral,neutral
armaments,NNS,neutral,neutral,neutral
bunker,NN,neutral,neutral,neutral
code,NN,neutral,neutral,neutral
vault,NN,neutral,neutral,neutral
proof,NN,neutral,neutral,neutral
dome,NN,neutral,neutral,neutral
assembly,NN,neutral,neutral,neutral
halls,NNS,neutral,neutral,neutral
width,NN,neutral,neutral,neutral
concrete,NN,neutral,neutral,neutral
storey,NN,neutral,neutral,neutral
factory,NN,neutral,neutral,neutral
gravel,NN,neutral,neutral,neutral
wooden,NN,not_found,neutral,neutral
metal,NN,neutral,neutral,neutral
formwork,NN,not_found,neutral,neutral
slab,NN,neutral,neutral,neutral
lorries,NNS,neutral,neutral,neutral
consideration,NN,neutral,neutral,neutral
limbs,NNS,neutral,neutral,neutral
allocation,NN,neutral,neutral,neutral
trial,NN,neutral,neutral,neutral
documents,NNS,neutral,neutral,neutral
crematorias,NN,not_found,not_found,not_found
photos,NNS,neutral,neutral,neutral
coordinates,NNS,neutral,neutral,neutral
factories,NNS,neutral,neutral,neutral
complexes,NNS,neutral,neutral,neutral
sense,NN,neutral,neutral,neutral
commandos,NNS,neutral,neutral,neutral
citizens,NNS,neutral,neutral,neutral
inmates,NNS,neutral,neutral,neutral
rates,NNS,neutral,neutral,neutral
weakness,NN,neutral,neutral,neutral
march,NN,neutral,neutral,neutral
wave,NN,neutral,neutral,neutral
indignation,NN,neutral,neutral,neutral
horror,NN,neutral,neutral,neutral
representative,NN,neutral,neutral,neutral
committee,NN,neutral,neutral,neutral
relief,NN,neutral,masc,neutral
editor,NN,neutral,neutral,neutral
estimate,NN,neutral,neutral,neutral
prisoner,NN,neutral,neutral,neutral
example,NN,neutral,neutral,neutral
evacuation,NN,neutral,neutral,neutral
marches,NNS,neutral,neutral,neutral
stones,NNS,neutral,neutral,neutral
significance,NN,neutral,neutral,neutral
memory,NN,neutral,neutral,neutral
nation,NN,neutral,neutral,neutral
granite,NN,neutral,neutral,neutral
steles,NNS,neutral,neutral,neutral
tribes,NNS,neutral,neutral,neutral
east,NN,neutral,neutral,neutral
ensemble,NN,neutral,neutral,neutral
stone,NN,neutral,neutral,neutral
liberators,NNS,neutral,neutral,neutral
victims,NNS,neutral,neutral,neutral
successor,NN,neutral,neutral,neutral
ground,NN,neutral,neutral,neutral
formations,NNS,neutral,neutral,neutral
earthworks,NNS,neutral,neutral,neutral
tipping,NN,not_found,neutral,neutral
lorry,NN,neutral,neutral,neutral
labor,NN,neutral,neutral,neutral
slaves,NNS,neutral,neutral,neutral
feasibility,NN,neutral,neutral,neutral
heritage,NN,neutral,neutral,neutral
commitment,NN,neutral,neutral,neutral
juries,NNS,neutral,neutral,neutral
prize,NN,neutral,neutral,neutral
worthiness,NN,neutral,neutral,neutral
monument,NN,neutral,neutral,neutral
future,NN,neutral,neutral,neutral
document,NN,neutral,neutral,neutral
tubes,NNS,neutral,neutral,neutral
outside,NN,neutral,neutral,neutral
approach,NN,neutral,neutral,neutral
coordination,NN,neutral,neutral,neutral
measures,NNS,neutral,neutral,neutral
planners,NNS,neutral,neutral,neutral
restorer,NN,neutral,neutral,neutral
complement,NN,neutral,neutral,neutral
documentation,NN,neutral,neutral,neutral
remembrance,NN,neutral,neutral,neutral
initiative,NN,neutral,neutral,neutral
presidents,NNS,neutral,neutral,neutral
request,NN,neutral,neutral,neutral
idea,NN,neutral,neutral,neutral
draft,NN,neutral,neutral,neutral
resistances,NNS,neutral,neutral,neutral
totalitarianism,NN,neutral,neutral,neutral
dimension,NN,neutral,neutral,neutral
rejections,NNS,neutral,neutral,neutral
contrary,NN,neutral,neutral,neutral
dynasties,NNS,neutral,neutral,neutral
requests,NNS,neutral,neutral,neutral
cemeteries,NNS,neutral,neutral,neutral
personality,NN,neutral,neutral,neutral
fashion,NN,neutral,neutral,neutral
designer,NN,neutral,neutral,neutral
reading,NN,neutral,neutral,neutral
ex,NN,neutral,neutral,neutral
attention,NN,neutral,neutral,neutral
girlfriend,NN,fem,fem,fem
entertainer,NN,neutral,neutral,neutral
freshman,NN,masc,masc,masc
will,NN,neutral,neutral,neutral
departure,NN,neutral,neutral,neutral
swimwear,NN,neutral,neutral,neutral
video,NN,neutral,neutral,neutral
pleasure,NN,neutral,neutral,neutral
husbands,NNS,masc,masc,masc
notoriety,NN,neutral,neutral,neutral
impact,NN,neutral,neutral,neutral
meteorite,NN,neutral,neutral,neutral
highway,NN,neutral,neutral,neutral
miles,NNS,neutral,neutral,neutral
west,NN,neutral,neutral,neutral
birthplace,NN,neutral,neutral,neutral
postmaster,NN,neutral,neutral,neutral
park,NN,neutral,neutral,neutral
camping,NN,neutral,neutral,neutral
golfing,NN,neutral,neutral,neutral
diamonds,NNS,neutral,neutral,neutral
host,NN,neutral,neutral,neutral
portal,NN,neutral,neutral,neutral
fund,NN,neutral,neutral,neutral
virtue,NN,neutral,neutral,neutral
responsibility,NN,neutral,neutral,neutral
investment,NN,neutral,neutral,neutral
portfolio,NN,neutral,neutral,neutral
advance,NN,neutral,neutral,neutral
single,NN,neutral,neutral,neutral
parent,NN,neutral,neutral,neutral
chart,NN,neutral,neutral,neutral
recording,NN,neutral,neutral,neutral
vocalist,NN,neutral,neutral,neutral
tides,NNS,neutral,neutral,neutral
hit,NN,neutral,neutral,neutral
bubbling,NN,not_found,neutral,neutral
unit,NN,neutral,neutral,neutral
ages,NNS,neutral,neutral,neutral
khevi,NNS,not_found,not_found,not_found
gorges,NNS,neutral,neutral,neutral
autonomy,NN,neutral,neutral,neutral
independence,NN,neutral,neutral,neutral
entities,NNS,neutral,neutral,neutral
democracy,NN,neutral,neutral,neutral
chiefdom,NN,not_found,neutral,neutral
elder,NN,neutral,neutral,neutral
gorge,NN,neutral,neutral,neutral
judge,NN,neutral,neutral,neutral
surroundings,NNS,neutral,neutral,neutral
awakening,NN,neutral,neutral,neutral
army,NN,neutral,neutral,neutral
statesman,NN,masc,masc,masc
governor,NN,neutral,neutral,neutral
captain,NN,neutral,neutral,neutral
combatant,NN,neutral,neutral,neutral
poet,NN,neutral,neutral,neutral
composer,NN,neutral,neutral,neutral
anthem,NN,neutral,neutral,neutral
footballer,NN,neutral,neutral,neutral
ski,NN,neutral,neutral,neutral
racer,NN,neutral,neutral,neutral
tennis,NN,neutral,neutral,neutral
cinematographer,NN,neutral,neutral,neutral
moth,NN,neutral,neutral,neutral
tramway,NN,neutral,neutral,neutral
horse,NN,neutral,masc,neutral
systems,NNS,neutral,neutral,neutral
fleet,NN,neutral,neutral,neutral
tramcars,NNS,neutral,neutral,neutral
deck,NN,neutral,neutral,neutral
trolleybus,NN,neutral,neutral,neutral
onset,NN,neutral,neutral,neutral
motor,NN,neutral,neutral,neutral
buses,NNS,neutral,neutral,neutral
running,NN,neutral,neutral,neutral
journeys,NNS,neutral,neutral,neutral
tram,NN,neutral,neutral,neutral
lady,NN,fem,fem,fem
occasions,NNS,neutral,neutral,neutral
withdrawal,NN,neutral,neutral,neutral
saloon,NN,neutral,neutral,neutral
tramcar,NN,neutral,neutral,neutral
hen,NN,fem,fem,fem
terminus,NN,neutral,neutral,neutral
gauge,NN,neutral,neutral,neutral
trams,NNS,neutral,neutral,neutral
operation,NN,neutral,neutral,neutral
depot,NN,neutral,neutral,neutral
acts,NNS,neutral,neutral,neutral
option,NN,neutral,neutral,neutral
tramways,NNS,neutral,neutral,neutral
border,NN,neutral,neutral,neutral
stages,NNS,neutral,neutral,neutral
instance,NN,neutral,neutral,neutral
salt,NN,neutral,neutral,neutral
extensions,NNS,neutral,neutral,neutral
top,NN,neutral,neutral,neutral
bodies,NNS,neutral,neutral,neutral
experiment,NN,neutral,neutral,neutral
trolleybuses,NNS,neutral,neutral,neutral
additions,NNS,neutral,neutral,neutral
distance,NN,neutral,neutral,neutral
changes,NNS,neutral,neutral,neutral
endurance,NN,neutral,neutral,neutral
letter,NN,neutral,neutral,neutral
edition,NN,neutral,neutral,neutral
interest,NN,neutral,neutral,neutral
wires,NNS,neutral,neutral,neutral
trolley,NN,neutral,neutral,neutral
directions,NNS,neutral,neutral,neutral
trolleys,NNS,neutral,neutral,neutral
borough,NN,neutral,neutral,neutral
discussions,NNS,neutral,neutral,neutral
proposals,NNS,neutral,neutral,neutral
pedals,NNS,neutral,neutral,neutral
driver,NN,neutral,neutral,neutral
monkey,NN,neutral,neutral,neutral
roadway,NN,neutral,neutral,neutral
hazard,NN,neutral,neutral,neutral
pedestrians,NNS,neutral,neutral,neutral
reliability,NN,neutral,neutral,neutral
purchase,NN,neutral,neutral,neutral
failure,NN,neutral,neutral,neutral
axles,NNS,neutral,neutral,neutral
restoration,NN,neutral,neutral,neutral
truck,NN,neutral,neutral,neutral
balconies,NNS,neutral,neutral,neutral
stretch,NN,neutral,neutral,neutral
workings,NNS,neutral,neutral,neutral
grounds,NNS,neutral,neutral,neutral
winter,NN,neutral,neutral,neutral
application,NN,neutral,neutral,neutral
adverts,NNS,neutral,neutral,neutral
panelling,NN,neutral,neutral,neutral
poles,NNS,neutral,neutral,neutral
clan,NN,neutral,neutral,neutral
figure,NN,neutral,neutral,neutral
unifiers,NNS,not_found,neutral,neutral
unifier,NN,not_found,neutral,neutral
ruler,NN,neutral,neutral,neutral
peasant,NN,neutral,neutral,neutral
unification,NN,neutral,neutral,neutral
regents,NNS,neutral,neutral,neutral
maturity,NN,neutral,neutral,neutral
conflicts,NNS,neutral,neutral,neutral
siege,NN,neutral,neutral,neutral
seppuku,NN,neutral,neutral,neutral
flames,NNS,neutral,neutral,neutral
castle,NN,neutral,neutral,neutral
rumour,NN,neutral,neutral,neutral
execution,NN,neutral,neutral,neutral
samurai,NN,neutral,neutral,neutral
taiko,NN,not_found,not_found,not_found
lies,NNS,neutral,neutral,neutral
listing,NN,neutral,neutral,neutral
case,NN,neutral,neutral,neutral
structures,NNS,neutral,neutral,neutral
parks,NNS,neutral,neutral,neutral
pathway,NN,neutral,neutral,neutral
courses,NNS,neutral,neutral,neutral
term,NN,neutral,neutral,neutral
programme,NN,neutral,neutral,neutral
starts,NNS,neutral,neutral,neutral
foundation,NN,neutral,neutral,neutral
streams,NNS,neutral,neutral,neutral
business,NN,neutral,neutral,neutral
partnership,NN,neutral,neutral,neutral
offers,NNS,neutral,neutral,neutral
degrees,NNS,neutral,neutral,neutral
premises,NNS,neutral,neutral,neutral
tutorial,NN,neutral,neutral,neutral
a,NN,neutral,neutral,neutral
recruitment,NN,neutral,neutral,neutral
links,NNS,neutral,neutral,neutral
scholarships,NNS,neutral,neutral,neutral
owner,NN,neutral,neutral,neutral
bridging,NN,not_found,neutral,neutral
closure,NN,neutral,neutral,neutral
shares,NNS,neutral,neutral,neutral
gang,NN,neutral,neutral,neutral
disco,NN,neutral,neutral,neutral
perpetrators,NNS,neutral,neutral,neutral
sons,NNS,masc,masc,masc
oligarchs,NNS,neutral,neutral,neutral
prison,NN,neutral,neutral,neutral
biology,NN,neutral,neutral,neutral
teaching,NN,neutral,neutral,neutral
lips,NNS,neutral,neutral,neutral
inspection,NN,neutral,neutral,neutral
rating,NN,neutral,masc,neutral
harm,NN,neutral,neutral,neutral
marks,NNS,neutral,neutral,neutral
inconsistency,NN,neutral,neutral,neutral
healthcare,NN,neutral,neutral,neutral
space,NN,neutral,neutral,neutral
training,NN,neutral,neutral,neutral
inspectors,NNS,neutral,neutral,neutral
effectiveness,NN,neutral,neutral,neutral
boarders,NNS,neutral,neutral,neutral
welfare,NN,neutral,neutral,neutral
staffing,NN,not_found,neutral,neutral
matters,NNS,neutral,neutral,neutral
improvements,NNS,neutral,neutral,neutral
strengths,NNS,neutral,neutral,neutral
follow,NN,not_found,neutral,neutral
consistency,NN,neutral,neutral,neutral
safeguarding,NN,not_found,neutral,neutral
protection,NN,neutral,neutral,neutral
eating,NN,neutral,neutral,neutral
disorders,NNS,neutral,neutral,neutral
awareness,NN,neutral,neutral,neutral
appraisal,NN,neutral,neutral,neutral
supervision,NN,neutral,neutral,neutral
post,NN,neutral,neutral,neutral
supervisor,NN,neutral,neutral,neutral
appointment,NN,neutral,neutral,neutral
weekends,NNS,neutral,neutral,neutral
agency,NN,neutral,neutral,neutral
continuity,NN,neutral,neutral,neutral
managers,NNS,neutral,neutral,neutral
expertise,NN,neutral,neutral,neutral
motivation,NN,neutral,neutral,neutral
everybody,NN,not_found,neutral,neutral
boarder,NN,neutral,neutral,neutral
failings,NNS,neutral,neutral,neutral
risk,NN,neutral,neutral,neutral
assessment,NN,neutral,neutral,neutral
monitoring,NN,neutral,neutral,neutral
incident,NN,neutral,neutral,neutral
log,NN,neutral,neutral,neutral
record,NN,neutral,neutral,neutral
incidents,NNS,neutral,neutral,neutral
schedule,NN,neutral,neutral,neutral
requirements,NNS,neutral,neutral,neutral
reporters,NNS,neutral,neutral,neutral
partner,NN,neutral,neutral,neutral
guidelines,NNS,neutral,neutral,neutral
logo,NN,neutral,neutral,neutral
wording,NN,neutral,neutral,neutral
awards,NNS,neutral,neutral,neutral
official,NN,neutral,neutral,neutral
economist,NN,neutral,neutral,neutral
resignation,NN,neutral,neutral,neutral
package,NN,neutral,neutral,neutral
creditors,NNS,neutral,neutral,neutral
promises,NNS,neutral,neutral,neutral
resumption,NN,neutral,neutral,neutral
payments,NNS,neutral,neutral,neutral
default,NN,neutral,neutral,neutral
injection,NN,neutral,neutral,neutral
policy,NN,neutral,neutral,neutral
beans,NNS,neutral,neutral,neutral
cures,NNS,neutral,neutral,neutral
adjustments,NNS,neutral,neutral,neutral
purpose,NN,neutral,neutral,neutral
cruzados,NNS,not_found,neutral,neutral
devaluation,NN,neutral,neutral,neutral
dollar,NN,neutral,neutral,neutral
prices,NNS,neutral,neutral,neutral
dismissal,NN,neutral,neutral,neutral
stability,NN,neutral,neutral,neutral
agencies,NNS,neutral,neutral,neutral
privatization,NN,neutral,neutral,neutral
governments,NNS,neutral,neutral,neutral
deficit,NN,neutral,neutral,neutral
ineffectualness,NN,neutral,neutral,neutral
tool,NN,neutral,neutral,neutral
savings,NNS,neutral,neutral,neutral
accounts,NNS,neutral,neutral,neutral
adjustment,NN,neutral,neutral,neutral
indices,NNS,neutral,neutral,neutral
revenues,NNS,neutral,neutral,neutral
savers,NNS,neutral,neutral,neutral
customers,NNS,neutral,neutral,neutral
liquidity,NN,neutral,neutral,neutral
milestone,NN,neutral,neutral,neutral
oath,NN,neutral,neutral,neutral
consultant,NN,neutral,neutral,neutral
consulting,NN,not_found,neutral,neutral
finance,NN,neutral,neutral,neutral
clients,NNS,neutral,neutral,neutral
belt,NN,neutral,neutral,neutral
funds,NNS,neutral,neutral,neutral
belts,NNS,neutral,neutral,neutral
scandals,NNS,neutral,neutral,neutral
presence,NN,neutral,neutral,neutral
consultancy,NN,neutral,neutral,neutral
profits,NNS,neutral,neutral,neutral
prestige,NN,neutral,neutral,neutral
columnist,NN,neutral,neutral,neutral
panelists,NNS,neutral,neutral,neutral
presentations,NNS,neutral,neutral,neutral
situation,NN,neutral,neutral,neutral
directors,NNS,neutral,neutral,neutral
documentary,NN,neutral,neutral,neutral
o,NN,neutral,neutral,neutral
achievement,NN,neutral,neutral,neutral
testimony,NN,neutral,neutral,neutral
ministers,NNS,neutral,neutral,neutral
incumbent,NN,neutral,neutral,neutral
com,NN,not_found,neutral,neutral
tycoon,NN,neutral,neutral,neutral
conversation,NN,neutral,neutral,neutral
hearing,NN,neutral,neutral,neutral
afternoon,NN,neutral,neutral,neutral
ministry,NN,neutral,neutral,neutral
pm,NN,neutral,neutral,neutral
minutes,NNS,neutral,neutral,neutral
inauguration,NN,neutral,neutral,neutral
lunch,NN,neutral,neutral,neutral
demonstration,NN,neutral,neutral,neutral
manner,NN,neutral,neutral,neutral
cancellation,NN,neutral,neutral,neutral
houses,NNS,neutral,neutral,neutral
newspaper,NN,neutral,neutral,neutral
competitor,NN,neutral,neutral,neutral
denial,NN,neutral,neutral,neutral
escalation,NN,neutral,neutral,neutral
pressure,NN,neutral,neutral,neutral
headline,NN,neutral,neutral,neutral
coordinator,NN,neutral,neutral,neutral
nothing,NN,neutral,neutral,neutral
lobbyist,NN,neutral,neutral,neutral
proxy,NN,neutral,neutral,neutral
scandal,NN,neutral,neutral,neutral
spotlight,NN,neutral,neutral,neutral
editorial,NN,neutral,neutral,neutral
consultants,NNS,neutral,neutral,neutral
consequence,NN,neutral,neutral,neutral
lawsuit,NN,neutral,neutral,neutral
clarification,NN,neutral,neutral,neutral
conclusions,NNS,neutral,neutral,neutral
explanations,NNS,neutral,neutral,neutral
organs,NNS,neutral,neutral,neutral
curricula,NNS,neutral,neutral,neutral
economists,NNS,neutral,neutral,neutral
pdf,NN,not_found,neutral,neutral
manufacturer,NN,neutral,neutral,neutral
alloys,NNS,neutral,neutral,neutral
plant,NN,neutral,neutral,neutral
modernization,NN,neutral,neutral,neutral
assembling,NN,neutral,neutral,neutral
equipment,NN,neutral,neutral,neutral
risks,NNS,neutral,neutral,neutral
emission,NN,neutral,neutral,neutral
antimony,NN,neutral,neutral,neutral
tin,NN,neutral,neutral,neutral
selection,NN,neutral,neutral,neutral
solder,NN,neutral,neutral,neutral
pipes,NNS,neutral,neutral,neutral
anodes,NNS,neutral,neutral,neutral
polypropylene,NN,neutral,neutral,neutral
batteries,NNS,neutral,neutral,neutral
